Flight ID,Journey Date,Days Before Journey Date,Fare (Rupees),Fare (GBP)
78424,07/02/2023,23,2595,25.95
78425,14/02/2023,30,2595,25.95
78426,21/02/2023,37,2595,25.95
78427,28/02/2023,44,2595,25.95
78428,14/02/2023,30,6018,60.18
78429,21/02/2023,37,6018,60.18
78430,28/02/2023,44,6018,60.18
78431,14/02/2023,30,6615,66.15
78432,18/01/2023,3,4559,45.59
78433,25/01/2023,10,3194,31.94
78434,01/02/2023,17,2879,28.79
78435,08/02/2023,24,2596,25.96
78436,15/02/2023,31,2596,25.96
78437,22/02/2023,38,2596,25.96
78438,01/03/2023,45,2596,25.96
78439,22/02/2023,38,2740,27.4
78440,01/03/2023,45,3090,30.9
78441,18/01/2023,3,4359,43.59
78442,25/01/2023,10,5367,53.67
78443,01/02/2023,17,2595,25.95
78444,08/02/2023,24,2721,27.21
78445,15/02/2023,31,2595,25.95
78446,22/02/2023,38,2721,27.21
78447,01/03/2023,45,2721,27.21
78448,15/02/2023,31,6018,60.18
78449,22/02/2023,38,6018,60.18
78450,01/03/2023,45,6018,60.18
78451,29/01/2023,14,20976,209.76
78452,29/01/2023,14,17598,175.98
78453,05/02/2023,21,18702,187.02
78453,05/02/2023,21,20270,202.7
78454,05/02/2023,21,18702,187.02
78454,05/02/2023,21,20270,202.7
78455,12/02/2023,28,12333,123.33
78456,19/02/2023,35,11269,112.69
78457,19/02/2023,35,12333,123.33
78458,26/02/2023,42,11269,112.69
78459,26/02/2023,42,11269,112.69
78460,05/03/2023,49,11269,112.69
78461,05/03/2023,49,11269,112.69
78462,19/01/2023,4,19166,191.66
78463,19/01/2023,4,25272,252.72
78464,26/01/2023,11,12149,121.49
78465,02/02/2023,18,11752,117.52
78465,02/02/2023,18,12654,126.54
78466,02/02/2023,18,12654,126.54
78467,19/01/2023,4,17598,175.98
78468,19/01/2023,4,23052,230.52
78469,19/01/2023,4,23704,237.04
78470,26/01/2023,11,12596,125.96
78470,26/01/2023,11,14164,141.64
78471,26/01/2023,11,12596,125.96
78471,26/01/2023,11,14164,141.64
78472,02/02/2023,18,11269,112.69
78472,02/02/2023,18,12837,128.37
78473,02/02/2023,18,12333,123.33
78473,02/02/2023,18,12968,129.68
78474,16/02/2023,32,11269,112.69
78474,16/02/2023,32,12837,128.37
78475,16/02/2023,32,11269,112.69
78475,16/02/2023,32,12837,128.37
78476,23/02/2023,39,11269,112.69
78477,23/02/2023,39,11269,112.69
78478,02/03/2023,46,11269,112.69
78479,02/03/2023,46,11269,112.69
78480,24/01/2023,9,19166,191.66
78481,24/01/2023,9,19166,191.66
78482,31/01/2023,16,12654,126.54
78483,31/01/2023,16,12654,126.54
78484,17/01/2023,2,22544,225.44
78485,17/01/2023,2,23052,230.52
78486,24/01/2023,9,14164,141.64
78486,24/01/2023,9,17598,175.98
78487,24/01/2023,9,18106,181.06
78488,24/01/2023,9,14164,141.64
78488,24/01/2023,9,17598,175.98
78489,31/01/2023,16,12837,128.37
78489,31/01/2023,16,16270,162.7
78490,31/01/2023,16,15698,156.98
78491,31/01/2023,16,12968,129.68
78492,07/02/2023,23,11269,112.69
78492,07/02/2023,23,16270,162.7
78493,07/02/2023,23,11269,112.69
78493,07/02/2023,23,16270,162.7
78494,14/02/2023,30,11269,112.69
78495,14/02/2023,30,11269,112.69
78496,21/02/2023,37,12333,123.33
78496,21/02/2023,37,12968,129.68
78497,21/02/2023,37,11269,112.69
78497,21/02/2023,37,12837,128.37
78498,28/02/2023,44,11269,112.69
78499,28/02/2023,44,11269,112.69
78500,18/01/2023,3,25272,252.72
78501,18/01/2023,3,25272,252.72
78502,01/02/2023,17,10632,106.32
78503,01/02/2023,17,11534,115.34
78504,18/01/2023,3,23704,237.04
78505,01/02/2023,17,11269,112.69
78505,01/02/2023,17,16270,162.7
78506,01/02/2023,17,16258,162.58
78507,01/02/2023,17,12333,123.33
78508,08/02/2023,24,11269,112.69
78508,08/02/2023,24,16270,162.7
78509,08/02/2023,24,11269,112.69
78509,08/02/2023,24,16270,162.7
78510,15/02/2023,31,12837,128.37
78511,15/02/2023,31,12837,128.37
78512,22/02/2023,38,11269,112.69
78512,22/02/2023,38,12837,128.37
78513,22/02/2023,38,11269,112.69
78513,22/02/2023,38,12837,128.37
78514,01/03/2023,45,11269,112.69
78515,01/03/2023,45,11269,112.69
78516,20/01/2023,5,20662,206.62
78517,20/01/2023,5,20662,206.62
78518,27/01/2023,12,11034,110.34
78519,27/01/2023,12,12149,121.49
78520,03/02/2023,19,11534,115.34
78521,03/02/2023,19,12654,126.54
78522,24/02/2023,40,10632,106.32
78523,03/03/2023,47,10632,106.32
78524,20/01/2023,5,25963,259.63
78525,27/01/2023,12,24238,242.38
78526,03/02/2023,19,31716,317.16
78527,20/01/2023,5,22474,224.74
78528,23/01/2023,8,14814,148.14
78529,23/01/2023,8,14814,148.14
78530,23/01/2023,8,14814,148.14
78531,23/01/2023,8,14814,148.14
78532,30/01/2023,15,12654,126.54
78533,30/01/2023,15,12654,126.54
78534,06/02/2023,22,10632,106.32
78535,13/02/2023,29,10632,106.32
78536,13/02/2023,29,10632,106.32
78537,20/02/2023,36,10632,106.32
78538,20/02/2023,36,10632,106.32
78539,27/02/2023,43,10632,106.32
78540,27/02/2023,43,10632,106.32
78541,06/03/2023,50,10632,106.32
78542,06/03/2023,50,10632,106.32
78543,16/01/2023,1,27811,278.11
78544,23/01/2023,8,19814,198.14
78545,30/01/2023,15,17772,177.72
78546,23/01/2023,8,18050,180.5
78547,30/01/2023,15,17266,172.66
78548,21/01/2023,6,19166,191.66
78549,21/01/2023,6,19166,191.66
78550,21/01/2023,6,25272,252.72
78551,21/01/2023,6,25272,252.72
78552,28/01/2023,13,18310,183.1
78553,28/01/2023,13,18310,183.1
78554,28/01/2023,13,20662,206.62
78555,28/01/2023,13,20662,206.62
78556,04/02/2023,20,18066,180.66
78557,04/02/2023,20,11534,115.34
78558,04/02/2023,20,18902,189.02
78559,18/02/2023,34,10632,106.32
78560,25/02/2023,41,10632,106.32
78561,25/02/2023,41,10632,106.32
78562,04/03/2023,48,10632,106.32
78563,21/01/2023,6,24283,242.83
78564,28/01/2023,13,23555,235.55
78565,04/02/2023,20,30036,300.36
78566,21/01/2023,6,20794,207.94
78567,28/01/2023,13,21540,215.4
78568,29/01/2023,14,25272,252.72
78569,29/01/2023,14,25272,252.72
78570,29/01/2023,14,19166,191.66
78571,29/01/2023,14,19166,191.66
78572,19/02/2023,35,10632,106.32
78573,26/02/2023,42,10632,106.32
78574,26/02/2023,42,10632,106.32
78575,05/03/2023,49,10632,106.32
78576,05/03/2023,49,10632,106.32
78577,05/03/2023,49,10632,106.32
78578,02/02/2023,18,11534,115.34
78579,02/02/2023,18,11534,115.34
78580,23/02/2023,39,10632,106.32
78581,23/02/2023,39,10632,106.32
78582,02/03/2023,46,10632,106.32
78583,19/01/2023,4,21539,215.39
78584,26/01/2023,11,25963,259.63
78585,02/02/2023,18,17772,177.72
78586,19/01/2023,4,19618,196.18
78587,24/01/2023,9,19166,191.66
78588,24/01/2023,9,14814,148.14
78589,24/01/2023,9,19166,191.66
78590,24/01/2023,9,14814,148.14
78591,31/01/2023,16,11534,115.34
78592,31/01/2023,16,12654,126.54
78593,31/01/2023,16,11534,115.34
78594,31/01/2023,16,12654,126.54
78595,07/02/2023,23,10632,106.32
78596,14/02/2023,30,10632,106.32
78597,14/02/2023,30,10632,106.32
78598,28/02/2023,44,10632,106.32
78599,17/01/2023,2,25067,250.67
78600,24/01/2023,9,20027,200.27
78601,31/01/2023,16,17212,172.12
78602,17/01/2023,2,23052,230.52
78603,24/01/2023,9,16538,165.38
78604,31/01/2023,16,15698,156.98
78605,18/01/2023,3,25272,252.72
78606,18/01/2023,3,25272,252.72
78607,01/02/2023,17,10632,106.32
78608,01/02/2023,17,11752,117.52
78609,01/02/2023,17,11534,115.34
78610,01/02/2023,17,12654,126.54
78611,22/02/2023,38,10632,106.32
78612,22/02/2023,38,10632,106.32
78613,01/03/2023,45,10632,106.32
78614,18/01/2023,3,27811,278.11
78615,25/01/2023,10,27811,278.11
78616,01/02/2023,17,17772,177.72
78617,18/01/2023,3,22362,223.62
78618,25/01/2023,10,22362,223.62
78619,01/02/2023,17,16258,162.58
78620,20/01/2023,5,20662,206.62
78621,20/01/2023,5,20662,206.62
78622,20/01/2023,5,20662,206.62
78623,20/01/2023,5,20662,206.62
78624,20/01/2023,5,20662,206.62
78625,20/01/2023,5,20662,206.62
78626,27/01/2023,12,11034,110.34
78626,27/01/2023,12,16076,160.76
78627,27/01/2023,12,13438,134.38
78627,27/01/2023,12,17196,171.96
78628,27/01/2023,12,12149,121.49
78629,27/01/2023,12,14814,148.14
78630,03/02/2023,19,11534,115.34
78631,03/02/2023,19,11534,115.34
78632,06/03/2023,50,59033,590.33
78633,06/03/2023,50,29806,298.06
78634,16/01/2023,1,54044,540.44
78635,16/01/2023,1,37193,371.93
78636,16/01/2023,1,66621,666.21
78637,16/01/2023,1,68105,681.05
78638,16/01/2023,1,66621,666.21
78639,16/01/2023,1,66621,666.21
78640,16/01/2023,1,58025,580.25
78641,16/01/2023,1,66621,666.21
78642,16/01/2023,1,62057,620.57
78643,16/01/2023,1,54044,540.44
78644,16/01/2023,1,68105,681.05
78645,16/01/2023,1,68441,684.41
78646,16/01/2023,1,58025,580.25
78647,23/01/2023,8,42956,429.56
78648,23/01/2023,8,30249,302.49
78649,23/01/2023,8,53164,531.64
78650,23/01/2023,8,41281,412.81
78651,23/01/2023,8,53164,531.64
78652,23/01/2023,8,60601,606.01
78653,23/01/2023,8,60601,606.01
78654,23/01/2023,8,53164,531.64
78655,23/01/2023,8,60601,606.01
78656,23/01/2023,8,69113,691.13
78657,23/01/2023,8,55696,556.96
78658,23/01/2023,8,57689,576.89
78659,23/01/2023,8,60601,606.01
78660,30/01/2023,15,54044,540.44
78661,30/01/2023,15,30249,302.49
78662,30/01/2023,15,65501,655.01
78663,30/01/2023,15,55696,556.96
78664,30/01/2023,15,53164,531.64
78665,30/01/2023,15,59033,590.33
78666,30/01/2023,15,53164,531.64
78667,30/01/2023,15,53164,531.64
78668,30/01/2023,15,65501,655.01
78669,30/01/2023,15,69113,691.13
78670,30/01/2023,15,47324,473.24
78671,30/01/2023,15,41281,412.81
78672,30/01/2023,15,51384,513.84
78673,30/01/2023,15,53164,531.64
78674,06/02/2023,22,50577,505.77
78675,06/02/2023,22,40945,409.45
78676,06/02/2023,22,22297,222.97
78677,06/02/2023,22,60713,607.13
78678,06/02/2023,22,41281,412.81
78679,06/02/2023,22,60713,607.13
78680,06/02/2023,22,59033,590.33
78681,06/02/2023,22,60601,606.01
78682,06/02/2023,22,68150,681.5
78683,06/02/2023,22,60713,607.13
78684,06/02/2023,22,68150,681.5
78685,06/02/2023,22,69113,691.13
78686,06/02/2023,22,55696,556.96
78687,06/02/2023,22,63816,638.16
78688,06/02/2023,22,68150,681.5
78689,13/02/2023,29,44081,440.81
78690,13/02/2023,29,40945,409.45
78691,13/02/2023,29,30249,302.49
78692,13/02/2023,29,53164,531.64
78693,13/02/2023,29,41281,412.81
78694,13/02/2023,29,53164,531.64
78695,13/02/2023,29,59033,590.33
78696,13/02/2023,29,82010,820.1
78697,13/02/2023,29,69673,696.73
78698,13/02/2023,29,53164,531.64
78699,13/02/2023,29,69673,696.73
78700,13/02/2023,29,59033,590.33
78701,13/02/2023,29,40945,409.45
78702,20/02/2023,36,44081,440.81
78703,20/02/2023,36,40945,409.45
78704,20/02/2023,36,22297,222.97
78705,20/02/2023,36,53164,531.64
78706,20/02/2023,36,41281,412.81
78707,20/02/2023,36,53164,531.64
78708,20/02/2023,36,59033,590.33
78709,20/02/2023,36,53164,531.64
78710,20/02/2023,36,53164,531.64
78711,20/02/2023,36,53164,531.64
78712,20/02/2023,36,53164,531.64
78713,20/02/2023,36,59033,590.33
78714,20/02/2023,36,40945,409.45
78715,20/02/2023,36,55696,556.96
78716,20/02/2023,36,51384,513.84
78717,20/02/2023,36,53164,531.64
78718,27/02/2023,43,44081,440.81
78719,27/02/2023,43,40945,409.45
78720,27/02/2023,43,22297,222.97
78721,27/02/2023,43,53164,531.64
78722,27/02/2023,43,55696,556.96
78723,27/02/2023,43,53164,531.64
78724,27/02/2023,43,59033,590.33
78725,27/02/2023,43,53164,531.64
78726,27/02/2023,43,53164,531.64
78727,27/02/2023,43,53164,531.64
78728,27/02/2023,43,53164,531.64
78729,27/02/2023,43,59033,590.33
78730,27/02/2023,43,40945,409.45
78731,27/02/2023,43,41281,412.81
78732,27/02/2023,43,51384,513.84
78733,27/02/2023,43,53164,531.64
78734,06/03/2023,50,44081,440.81
78735,06/03/2023,50,36577,365.77
78736,06/03/2023,50,22297,222.97
78737,06/03/2023,50,53164,531.64
78738,06/03/2023,50,41281,412.81
78739,06/03/2023,50,53164,531.64
78740,06/03/2023,50,59033,590.33
78741,06/03/2023,50,68150,681.5
78742,06/03/2023,50,60601,606.01
78743,06/03/2023,50,53164,531.64
78744,06/03/2023,50,60601,606.01
78745,06/03/2023,50,59033,590.33
78746,06/03/2023,50,40945,409.45
78747,06/03/2023,50,41281,412.81
78748,06/03/2023,50,51384,513.84
78749,06/03/2023,50,60601,606.01
78750,21/01/2023,6,42457,424.57
78751,21/01/2023,6,42457,424.57
78752,28/01/2023,13,42457,424.57
78753,28/01/2023,13,42457,424.57
78754,04/02/2023,20,49782,497.82
78755,04/02/2023,20,49782,497.82
78756,11/02/2023,27,42457,424.57
78757,11/02/2023,27,42457,424.57
78758,18/02/2023,34,42457,424.57
78759,18/02/2023,34,42457,424.57
78760,25/02/2023,41,42457,424.57
78761,25/02/2023,41,42457,424.57
78762,04/03/2023,48,42457,424.57
78763,04/03/2023,48,42457,424.57
78764,21/01/2023,6,50409,504.09
78765,21/01/2023,6,50409,504.09
78766,21/01/2023,6,50409,504.09
78767,21/01/2023,6,61833,618.33
78768,21/01/2023,6,77166,771.66
78769,21/01/2023,6,50409,504.09
78770,21/01/2023,6,50409,504.09
78771,21/01/2023,6,77166,771.66
78772,21/01/2023,6,50409,504.09
78773,21/01/2023,6,77166,771.66
78774,21/01/2023,6,45033,450.33
78775,28/01/2023,13,77166,771.66
78776,28/01/2023,13,50409,504.09
78777,28/01/2023,13,61833,618.33
78778,28/01/2023,13,42457,424.57
78779,28/01/2023,13,42457,424.57
78780,28/01/2023,13,77166,771.66
78781,28/01/2023,13,61833,618.33
78782,28/01/2023,13,42457,424.57
78783,28/01/2023,13,77166,771.66
78784,28/01/2023,13,42457,424.57
78785,28/01/2023,13,45033,450.33
78786,04/02/2023,20,49401,494.01
78787,04/02/2023,20,69382,693.82
78788,04/02/2023,20,50409,504.09
78789,04/02/2023,20,50409,504.09
78790,04/02/2023,20,61833,618.33
78791,04/02/2023,20,50006,500.06
78792,04/02/2023,20,61833,618.33
78793,04/02/2023,20,50409,504.09
78794,04/02/2023,20,42457,424.57
78795,04/02/2023,20,61833,618.33
78796,04/02/2023,20,42457,424.57
78797,04/02/2023,20,45033,450.33
78798,11/02/2023,27,49401,494.01
78799,11/02/2023,27,61833,618.33
78800,11/02/2023,27,50409,504.09
78801,11/02/2023,27,42457,424.57
78802,11/02/2023,27,50409,504.09
78803,11/02/2023,27,61833,618.33
78804,11/02/2023,27,61833,618.33
78805,11/02/2023,27,42457,424.57
78806,11/02/2023,27,61833,618.33
78807,11/02/2023,27,61833,618.33
78808,11/02/2023,27,61833,618.33
78809,11/02/2023,27,49401,494.01
78810,18/02/2023,34,49401,494.01
78811,18/02/2023,34,42457,424.57
78812,18/02/2023,34,50409,504.09
78813,18/02/2023,34,50409,504.09
78814,18/02/2023,34,42457,424.57
78815,18/02/2023,34,42457,424.57
78816,18/02/2023,34,42457,424.57
78817,18/02/2023,34,50409,504.09
78818,18/02/2023,34,42457,424.57
78819,18/02/2023,34,42457,424.57
78820,18/02/2023,34,42457,424.57
78821,18/02/2023,34,49401,494.01
78822,25/02/2023,41,49401,494.01
78823,25/02/2023,41,61833,618.33
78824,25/02/2023,41,61833,618.33
78825,25/02/2023,41,42457,424.57
78826,25/02/2023,41,42457,424.57
78827,25/02/2023,41,42457,424.57
78828,25/02/2023,41,61833,618.33
78829,25/02/2023,41,42457,424.57
78830,25/02/2023,41,42457,424.57
78831,25/02/2023,41,61833,618.33
78832,25/02/2023,41,42457,424.57
78833,25/02/2023,41,45033,450.33
78834,04/03/2023,48,56121,561.21
78835,04/03/2023,48,42457,424.57
78836,04/03/2023,48,50409,504.09
78837,04/03/2023,48,42457,424.57
78838,04/03/2023,48,42457,424.57
78839,04/03/2023,48,42457,424.57
78840,04/03/2023,48,42457,424.57
78841,04/03/2023,48,42457,424.57
78842,04/03/2023,48,42457,424.57
78843,04/03/2023,48,42457,424.57
78844,04/03/2023,48,42457,424.57
78845,04/03/2023,48,45033,450.33
78846,21/01/2023,6,78222,782.22
78847,28/01/2023,13,45257,452.57
78848,28/01/2023,13,47657,476.57
78849,28/01/2023,13,47657,476.57
78850,04/02/2023,20,45257,452.57
78851,04/02/2023,20,47657,476.57
78852,04/02/2023,20,61262,612.62
78853,21/01/2023,6,53624,536.24
78854,21/01/2023,6,59929,599.29
78855,21/01/2023,6,65048,650.48
78856,21/01/2023,6,86686,866.86
78857,21/01/2023,6,53624,536.24
78858,21/01/2023,6,53624,536.24
78859,21/01/2023,6,80380,803.8
78860,28/01/2023,13,53624,536.24
78861,28/01/2023,13,105726,1057.26
78862,28/01/2023,13,45672,456.72
78863,28/01/2023,13,71017,710.17
78864,28/01/2023,13,65048,650.48
78865,28/01/2023,13,80380,803.8
78866,28/01/2023,13,45672,456.72
78867,04/02/2023,20,53624,536.24
78868,04/02/2023,20,65048,650.48
78869,04/02/2023,20,65048,650.48
78870,04/02/2023,20,45672,456.72
78871,04/02/2023,20,53624,536.24
78872,04/02/2023,20,65048,650.48
78873,04/02/2023,20,45672,456.72
78874,21/01/2023,6,39321,393.21
78875,21/01/2023,6,77972,779.72
78876,28/01/2023,13,39321,393.21
78877,28/01/2023,13,39321,393.21
78878,28/01/2023,13,47408,474.08
78879,28/01/2023,13,47408,474.08
78880,04/02/2023,20,39321,393.21
78881,04/02/2023,20,39321,393.21
78882,04/02/2023,20,47408,474.08
78883,04/02/2023,20,47408,474.08
78884,11/02/2023,27,39321,393.21
78885,11/02/2023,27,39321,393.21
78886,11/02/2023,27,47408,474.08
78887,11/02/2023,27,47408,474.08
78888,18/02/2023,34,39321,393.21
78889,18/02/2023,34,39321,393.21
78890,18/02/2023,34,47408,474.08
78891,18/02/2023,34,47408,474.08
78892,25/02/2023,41,39321,393.21
78893,25/02/2023,41,39321,393.21
78894,25/02/2023,41,47408,474.08
78895,25/02/2023,41,47408,474.08
78896,04/03/2023,48,39321,393.21
78897,04/03/2023,48,39321,393.21
78898,04/03/2023,48,47408,474.08
78899,04/03/2023,48,47408,474.08
78900,21/01/2023,6,47329,473.29
78901,21/01/2023,6,47329,473.29
78902,21/01/2023,6,74086,740.86
78903,28/01/2023,13,58753,587.53
78904,28/01/2023,13,74086,740.86
78905,28/01/2023,13,39377,393.77
78906,04/02/2023,20,47329,473.29
78907,04/02/2023,20,58753,587.53
78908,04/02/2023,20,39377,393.77
78909,11/02/2023,27,39377,393.77
78910,11/02/2023,27,58753,587.53
78911,11/02/2023,27,58753,587.53
78912,18/02/2023,34,47329,473.29
78913,18/02/2023,34,39377,393.77
78914,18/02/2023,34,39377,393.77
78915,25/02/2023,41,39377,393.77
78916,25/02/2023,41,58753,587.53
78917,25/02/2023,41,39377,393.77
78918,04/03/2023,48,39377,393.77
78919,04/03/2023,48,39377,393.77
78920,04/03/2023,48,39377,393.77
78921,21/01/2023,6,53209,532.09
78922,21/01/2023,6,53209,532.09
78923,04/02/2023,20,53209,532.09
78924,04/02/2023,20,53209,532.09
78925,04/02/2023,20,53209,532.09
78926,11/02/2023,27,53209,532.09
78927,11/02/2023,27,53209,532.09
78928,11/02/2023,27,53209,532.09
78929,18/02/2023,34,53209,532.09
78930,18/02/2023,34,53209,532.09
78931,18/02/2023,34,53209,532.09
78932,25/02/2023,41,53209,532.09
78933,25/02/2023,41,53209,532.09
78934,25/02/2023,41,53209,532.09
78935,04/03/2023,48,53209,532.09
78936,04/03/2023,48,53209,532.09
78937,04/03/2023,48,53209,532.09
78938,21/01/2023,6,94089,940.89
78939,21/01/2023,6,117486,1174.86
78940,21/01/2023,6,61161,611.61
78941,21/01/2023,6,72585,725.85
78942,21/01/2023,6,61161,611.61
78943,04/02/2023,20,72585,725.85
78944,04/02/2023,20,53209,532.09
78945,04/02/2023,20,61161,611.61
78946,04/02/2023,20,72585,725.85
78947,04/02/2023,20,61161,611.61
78948,11/02/2023,27,72585,725.85
78949,11/02/2023,27,72585,725.85
78950,11/02/2023,27,61161,611.61
78951,11/02/2023,27,61161,611.61
78952,11/02/2023,27,53209,532.09
78953,18/02/2023,34,53209,532.09
78954,18/02/2023,34,53209,532.09
78955,18/02/2023,34,61161,611.61
78956,18/02/2023,34,53209,532.09
78957,18/02/2023,34,61161,611.61
78958,25/02/2023,41,72585,725.85
78959,25/02/2023,41,53209,532.09
78960,25/02/2023,41,72585,725.85
78961,25/02/2023,41,53209,532.09
78962,25/02/2023,41,53209,532.09
78963,04/03/2023,48,53209,532.09
78964,04/03/2023,48,53209,532.09
78965,04/03/2023,48,61161,611.61
78966,04/03/2023,48,53209,532.09
78967,04/03/2023,48,53209,532.09
78968,21/01/2023,6,22152,221.52
78969,21/01/2023,6,37256,372.56
78970,21/01/2023,6,53164,531.64
78971,21/01/2023,6,50969,509.69
78972,21/01/2023,6,50969,509.69
78973,21/01/2023,6,53164,531.64
78974,21/01/2023,6,29806,298.06
78975,28/01/2023,13,22152,221.52
78976,28/01/2023,13,37256,372.56
78977,28/01/2023,13,76169,761.69
78978,28/01/2023,13,50969,509.69
78979,28/01/2023,13,50969,509.69
78980,28/01/2023,13,76169,761.69
78981,28/01/2023,13,59033,590.33
78982,04/02/2023,20,22152,221.52
78983,04/02/2023,20,37256,372.56
78984,04/02/2023,20,53164,531.64
78985,04/02/2023,20,50969,509.69
78986,04/02/2023,20,50969,509.69
78987,04/02/2023,20,53164,531.64
78988,04/02/2023,20,59033,590.33
78989,04/02/2023,20,29806,298.06
78990,11/02/2023,27,22152,221.52
78991,11/02/2023,27,53590,535.9
78992,11/02/2023,27,53164,531.64
78993,11/02/2023,27,50969,509.69
78994,11/02/2023,27,50969,509.69
78995,11/02/2023,27,53164,531.64
78996,11/02/2023,27,59033,590.33
78997,11/02/2023,27,29806,298.06
78998,18/02/2023,34,22152,221.52
78999,18/02/2023,34,37256,372.56
79000,18/02/2023,34,53164,531.64
79001,18/02/2023,34,50969,509.69
79002,18/02/2023,34,50969,509.69
79003,18/02/2023,34,53164,531.64
79004,18/02/2023,34,59033,590.33
79005,18/02/2023,34,29806,298.06
79006,25/02/2023,41,22152,221.52
79007,25/02/2023,41,37256,372.56
79008,25/02/2023,41,53164,531.64
79009,25/02/2023,41,50969,509.69
79010,25/02/2023,41,50969,509.69
79011,25/02/2023,41,53164,531.64
79012,25/02/2023,41,59033,590.33
79013,25/02/2023,41,29806,298.06
79014,04/03/2023,48,22152,221.52
79015,04/03/2023,48,40056,400.56
79016,04/03/2023,48,53164,531.64
79017,04/03/2023,48,50969,509.69
79018,04/03/2023,48,50969,509.69
79019,04/03/2023,48,53164,531.64
79020,04/03/2023,48,59033,590.33
79021,04/03/2023,48,29806,298.06
79022,21/01/2023,6,36577,365.77
79023,21/01/2023,6,37193,371.93
79024,21/01/2023,6,53164,531.64
79025,21/01/2023,6,41281,412.81
79026,21/01/2023,6,69673,696.73
79027,21/01/2023,6,59033,590.33
79028,21/01/2023,6,53164,531.64
79029,21/01/2023,6,60713,607.13
79030,21/01/2023,6,53164,531.64
79031,21/01/2023,6,53164,531.64
79032,21/01/2023,6,76953,769.53
79033,21/01/2023,6,66481,664.81
79034,21/01/2023,6,53164,531.64
79035,28/01/2023,13,36577,365.77
79036,28/01/2023,13,53164,531.64
79037,28/01/2023,13,55696,556.96
79038,28/01/2023,13,53164,531.64
79039,28/01/2023,13,59033,590.33
79040,28/01/2023,13,60601,606.01
79041,28/01/2023,13,60601,606.01
79042,28/01/2023,13,53164,531.64
79043,28/01/2023,13,60601,606.01
79044,28/01/2023,13,76953,769.53
79045,28/01/2023,13,55696,556.96
79046,28/01/2023,13,85096,850.96
79047,28/01/2023,13,60601,606.01
79048,04/02/2023,20,36577,365.77
79049,04/02/2023,20,22297,222.97
79050,04/02/2023,20,53164,531.64
79051,04/02/2023,20,41281,412.81
79052,04/02/2023,20,65501,655.01
79053,04/02/2023,20,59033,590.33
79054,04/02/2023,20,68150,681.5
79055,04/02/2023,20,60601,606.01
79056,04/02/2023,20,65501,655.01
79057,04/02/2023,20,60601,606.01
79058,04/02/2023,20,69113,691.13
79059,04/02/2023,20,40945,409.45
79060,04/02/2023,20,41281,412.81
79061,04/02/2023,20,57689,576.89
79062,04/02/2023,20,72938,729.38
79063,11/02/2023,27,44081,440.81
79064,11/02/2023,27,63289,632.89
79065,11/02/2023,27,22297,222.97
79066,11/02/2023,27,53164,531.64
79067,11/02/2023,27,53164,531.64
79068,11/02/2023,27,69113,691.13
79069,11/02/2023,27,68150,681.5
79070,11/02/2023,27,60601,606.01
79071,11/02/2023,27,53164,531.64
79072,11/02/2023,27,60601,606.01
79073,11/02/2023,27,76953,769.53
79074,11/02/2023,27,63289,632.89
79075,18/02/2023,34,50577,505.77
79076,18/02/2023,34,40945,409.45
79077,18/02/2023,34,30249,302.49
79078,18/02/2023,34,65501,655.01
79079,18/02/2023,34,41281,412.81
79080,18/02/2023,34,53164,531.64
79081,18/02/2023,34,59033,590.33
79082,18/02/2023,34,60601,606.01
79083,18/02/2023,34,60601,606.01
79084,18/02/2023,34,53164,531.64
79085,18/02/2023,34,72938,729.38
79086,18/02/2023,34,59033,590.33
79087,18/02/2023,34,40945,409.45
79088,18/02/2023,34,66481,664.81
79089,18/02/2023,34,51384,513.84
79090,18/02/2023,34,60601,606.01
79091,25/02/2023,41,44081,440.81
79092,25/02/2023,41,36577,365.77
79093,25/02/2023,41,30249,302.49
79094,25/02/2023,41,53164,531.64
79095,25/02/2023,41,55696,556.96
79096,25/02/2023,41,53164,531.64
79097,25/02/2023,41,59033,590.33
79098,25/02/2023,41,53164,531.64
79099,25/02/2023,41,53164,531.64
79100,25/02/2023,41,53164,531.64
79101,25/02/2023,41,53164,531.64
79102,25/02/2023,41,59033,590.33
79103,25/02/2023,41,40945,409.45
79104,25/02/2023,41,55696,556.96
79105,25/02/2023,41,63816,638.16
79106,25/02/2023,41,53164,531.64
79107,04/03/2023,48,44081,440.81
79108,04/03/2023,48,36577,365.77
79109,04/03/2023,48,30249,302.49
79110,04/03/2023,48,53164,531.64
79111,04/03/2023,48,41281,412.81
79112,04/03/2023,48,60713,607.13
79113,04/03/2023,48,59033,590.33
79114,04/03/2023,48,53164,531.64
79115,04/03/2023,48,53164,531.64
79116,04/03/2023,48,60713,607.13
79117,04/03/2023,48,53164,531.64
79118,04/03/2023,48,59033,590.33
79119,04/03/2023,48,47665,476.65
79120,04/03/2023,48,41281,412.81
79121,04/03/2023,48,51384,513.84
79122,04/03/2023,48,60713,607.13
79123,22/01/2023,7,42457,424.57
79124,22/01/2023,7,42457,424.57
79125,29/01/2023,14,42457,424.57
79126,29/01/2023,14,42457,424.57
79127,05/02/2023,21,50398,503.98
79128,05/02/2023,21,42457,424.57
79129,12/02/2023,28,42457,424.57
79130,12/02/2023,28,42457,424.57
79131,19/02/2023,35,42457,424.57
79132,19/02/2023,35,42457,424.57
79133,26/02/2023,42,42457,424.57
79134,26/02/2023,42,42457,424.57
