Flight ID,Journey Date,Days Before Journey Date,Fare (Rupees),Fare (GBP)
1,06/03/2023,50,9840,98.4
2,06/03/2023,50,9840,98.4
3,16/01/2023,1,11625,116.25
4,23/01/2023,8,9909,99.09
5,30/01/2023,15,8895,88.95
6,30/01/2023,15,8895,88.95
7,06/02/2023,22,7704,77.04
8,06/02/2023,22,7704,77.04
9,13/02/2023,29,7704,77.04
10,20/02/2023,36,8895,88.95
11,20/02/2023,36,7704,77.04
12,27/02/2023,43,9139,91.39
13,27/02/2023,43,7704,77.04
14,27/02/2023,43,7704,77.04
15,06/03/2023,50,8614,86.14
16,06/03/2023,50,8895,88.95
17,06/03/2023,50,8895,88.95
18,16/01/2023,1,6872,68.72
19,16/01/2023,1,6872,68.72
20,23/01/2023,8,5291,52.91
21,23/01/2023,8,5291,52.91
22,30/01/2023,15,7319,73.19
23,30/01/2023,15,5291,52.91
24,06/02/2023,22,4827,48.27
25,06/02/2023,22,4827,48.27
26,13/02/2023,29,5291,52.91
27,20/02/2023,36,5291,52.91
28,27/02/2023,43,4827,48.27
29,06/03/2023,50,7448,74.48
30,16/01/2023,1,11546,115.46
31,30/01/2023,15,9267,92.67
32,06/02/2023,22,8740,87.4
33,13/02/2023,29,8740,87.4
34,20/02/2023,36,8740,87.4
35,27/02/2023,43,8740,87.4
36,06/03/2023,50,8740,87.4
37,21/01/2023,6,24653,246.53
38,28/01/2023,13,17505,175.05
39,04/02/2023,20,16568,165.68
40,11/02/2023,27,11423,114.23
41,18/02/2023,34,9147,91.47
42,25/02/2023,41,10793,107.93
43,04/03/2023,48,9638,96.38
44,28/01/2023,13,11270,112.7
45,11/02/2023,27,7807,78.07
46,18/02/2023,34,6149,61.49
47,25/02/2023,41,6149,61.49
48,04/03/2023,48,6149,61.49
49,21/01/2023,6,10386,103.86
50,21/01/2023,6,10386,103.86
51,28/01/2023,13,8895,88.95
52,28/01/2023,13,7732,77.32
53,04/02/2023,20,8895,88.95
54,04/02/2023,20,8895,88.95
55,28/01/2023,13,11205,112.05
56,28/01/2023,13,11205,112.05
57,18/02/2023,34,9840,98.4
58,18/02/2023,34,9840,98.4
59,18/02/2023,34,9840,98.4
60,18/02/2023,34,9840,98.4
61,04/03/2023,48,9840,98.4
62,04/03/2023,48,9840,98.4
63,04/03/2023,48,9840,98.4
64,04/03/2023,48,9840,98.4
65,28/01/2023,13,12045,120.45
66,28/01/2023,13,9489,94.89
67,04/02/2023,20,8649,86.49
68,04/02/2023,20,8649,86.49
69,11/02/2023,27,9420,94.2
70,11/02/2023,27,8895,88.95
71,18/02/2023,34,16560,165.6
72,18/02/2023,34,7704,77.04
73,18/02/2023,34,7704,77.04
74,25/02/2023,41,7704,77.04
75,25/02/2023,41,7704,77.04
76,04/03/2023,48,9630,96.3
77,21/01/2023,6,6872,68.72
78,21/01/2023,6,6872,68.72
79,28/01/2023,13,6375,63.75
80,28/01/2023,13,5291,52.91
81,04/02/2023,20,6375,63.75
82,04/02/2023,20,4827,48.27
83,11/02/2023,27,4827,48.27
84,11/02/2023,27,4827,48.27
85,18/02/2023,34,4827,48.27
86,25/02/2023,41,4827,48.27
87,04/03/2023,48,7448,74.48
88,28/01/2023,13,11367,113.67
89,04/02/2023,20,13257,132.57
90,11/02/2023,27,9267,92.67
91,18/02/2023,34,9057,90.57
92,25/02/2023,41,9267,92.67
93,04/03/2023,48,10631,106.31
94,22/01/2023,7,16778,167.78
95,29/01/2023,14,15405,154.05
96,12/02/2023,28,11199,111.99
97,19/02/2023,35,17394,173.94
98,26/02/2023,42,8622,86.22
99,05/03/2023,49,10793,107.93
100,29/01/2023,14,12043,120.43
101,12/02/2023,28,7200,72.0
102,19/02/2023,35,6804,68.04
103,26/02/2023,42,6149,61.49
104,05/03/2023,49,6545,65.45
105,22/01/2023,7,10386,103.86
106,22/01/2023,7,10386,103.86
107,29/01/2023,14,11751,117.51
108,29/01/2023,14,11751,117.51
109,29/01/2023,14,10386,103.86
110,29/01/2023,14,10386,103.86
111,22/01/2023,7,10731,107.31
112,29/01/2023,14,7070,70.7
113,29/01/2023,14,13304,133.04
114,29/01/2023,14,12359,123.59
115,29/01/2023,14,11519,115.19
116,05/02/2023,21,10260,102.6
117,05/02/2023,21,10103,101.03
118,05/02/2023,21,9840,98.4
119,19/02/2023,35,9840,98.4
120,05/03/2023,49,9840,98.4
121,05/03/2023,49,9840,98.4
122,05/03/2023,49,9840,98.4
123,05/03/2023,49,9840,98.4
124,29/01/2023,14,10959,109.59
125,05/02/2023,21,9489,94.89
126,12/02/2023,28,9069,90.69
127,19/02/2023,35,8895,88.95
128,19/02/2023,35,7704,77.04
129,26/02/2023,42,7704,77.04
130,26/02/2023,42,7704,77.04
131,05/03/2023,49,8895,88.95
132,05/03/2023,49,8895,88.95
133,22/01/2023,7,6872,68.72
134,22/01/2023,7,6872,68.72
135,29/01/2023,14,15316,153.16
136,29/01/2023,14,13332,133.32
137,05/02/2023,21,6375,63.75
138,05/02/2023,21,6375,63.75
139,12/02/2023,28,9287,92.87
140,12/02/2023,28,9287,92.87
141,19/02/2023,35,10922,109.22
142,26/02/2023,42,5291,52.91
143,05/03/2023,49,8534,85.34
144,29/01/2023,14,15012,150.12
145,05/02/2023,21,9897,98.97
146,12/02/2023,28,11021,110.21
147,19/02/2023,35,8740,87.4
148,26/02/2023,42,8740,87.4
149,05/03/2023,49,8740,87.4
150,19/01/2023,4,24653,246.53
151,26/01/2023,11,24443,244.43
152,02/02/2023,18,16568,165.68
153,09/02/2023,25,8622,86.22
154,16/02/2023,32,12053,120.53
155,23/02/2023,39,12893,128.93
156,02/03/2023,46,9147,91.47
157,02/02/2023,18,6804,68.04
158,09/02/2023,25,6804,68.04
159,16/02/2023,32,6149,61.49
160,23/02/2023,39,6149,61.49
161,02/03/2023,46,6149,61.49
162,19/01/2023,4,8895,88.95
163,19/01/2023,4,8895,88.95
164,26/01/2023,11,10911,109.11
165,26/01/2023,11,10911,109.11
166,02/02/2023,18,8895,88.95
167,02/02/2023,18,8895,88.95
168,19/01/2023,4,7210,72.1
169,26/01/2023,11,9630,96.3
170,02/02/2023,18,9868,98.68
171,16/02/2023,32,9840,98.4
172,16/02/2023,32,9840,98.4
173,16/02/2023,32,9840,98.4
174,16/02/2023,32,9840,98.4
175,23/02/2023,39,9840,98.4
176,02/03/2023,46,9840,98.4
177,02/03/2023,46,9840,98.4
178,02/03/2023,46,9840,98.4
179,02/03/2023,46,9840,98.4
180,26/01/2023,11,12045,120.45
181,26/01/2023,11,12045,120.45
182,02/02/2023,18,7704,77.04
183,02/02/2023,18,7704,77.04
184,09/02/2023,25,8895,88.95
185,09/02/2023,25,8895,88.95
186,16/02/2023,32,7704,77.04
187,16/02/2023,32,7704,77.04
188,02/03/2023,46,9139,91.39
189,02/03/2023,46,8895,88.95
190,02/03/2023,46,8895,88.95
191,19/01/2023,4,6872,68.72
192,19/01/2023,4,6872,68.72
193,01/03/2023,45,7194,71.94
194,18/01/2023,3,6872,68.72
195,25/01/2023,10,5291,52.91
196,01/02/2023,17,5291,52.91
197,08/02/2023,24,4827,48.27
198,18/01/2023,3,19945,199.45
199,18/01/2023,3,17746,177.46
200,18/01/2023,3,6873,68.73
201,25/01/2023,10,8412,84.12
202,25/01/2023,10,8412,84.12
203,25/01/2023,10,6873,68.73
204,01/02/2023,17,5302,53.02
205,01/02/2023,17,4935,49.35
206,01/02/2023,17,6007,60.07
207,08/02/2023,24,6007,60.07
208,08/02/2023,24,5817,58.17
209,08/02/2023,24,6007,60.07
210,15/02/2023,31,6007,60.07
211,15/02/2023,31,5252,52.52
212,15/02/2023,31,6007,60.07
213,22/02/2023,38,6007,60.07
214,22/02/2023,38,5252,52.52
215,22/02/2023,38,6007,60.07
216,01/03/2023,45,6007,60.07
217,01/03/2023,45,5741,57.41
218,01/03/2023,45,6007,60.07
219,18/01/2023,3,11782,117.82
220,18/01/2023,3,14039,140.39
221,18/01/2023,3,8696,86.96
222,18/01/2023,3,24664,246.64
223,18/01/2023,3,15719,157.19
224,18/01/2023,3,9368,93.68
225,18/01/2023,3,15719,157.19
226,18/01/2023,3,9892,98.92
227,25/01/2023,10,11362,113.62
228,25/01/2023,10,14564,145.64
229,25/01/2023,10,9577,95.77
230,25/01/2023,10,22309,223.09
231,25/01/2023,10,13199,131.99
232,25/01/2023,10,12307,123.07
233,25/01/2023,10,30665,306.65
234,25/01/2023,10,12727,127.27
235,25/01/2023,10,14512,145.12
236,25/01/2023,10,10930,109.3
237,01/02/2023,17,12254,122.54
238,01/02/2023,17,9608,96.08
239,01/02/2023,17,6932,69.32
240,01/02/2023,17,10133,101.33
241,01/02/2023,17,8798,87.98
242,01/02/2023,17,12254,122.54
243,01/02/2023,17,9367,93.67
244,01/02/2023,17,10133,101.33
245,01/02/2023,17,10485,104.85
246,01/02/2023,17,8264,82.64
247,08/02/2023,24,8842,88.42
248,08/02/2023,24,8243,82.43
249,08/02/2023,24,11551,115.51
250,08/02/2023,24,8798,87.98
251,08/02/2023,24,8299,82.99
252,08/02/2023,24,9997,99.97
253,08/02/2023,24,8054,80.54
254,08/02/2023,24,8299,82.99
255,08/02/2023,24,9225,92.25
256,08/02/2023,24,8002,80.02
257,15/02/2023,31,8894,88.94
258,15/02/2023,31,7485,74.85
259,15/02/2023,31,6932,69.32
260,15/02/2023,31,6473,64.73
261,15/02/2023,31,6887,68.87
262,15/02/2023,31,9472,94.72
263,15/02/2023,31,8054,80.54
264,15/02/2023,31,7288,72.88
265,15/02/2023,31,15037,150.37
266,15/02/2023,31,9314,93.14
267,15/02/2023,31,6887,68.87
268,22/02/2023,38,9997,99.97
269,22/02/2023,38,6773,67.73
270,22/02/2023,38,6932,69.32
271,22/02/2023,38,6887,68.87
272,22/02/2023,38,7508,75.08
273,22/02/2023,38,9472,94.72
274,22/02/2023,38,8054,80.54
275,22/02/2023,38,7508,75.08
276,22/02/2023,38,8280,82.8
277,22/02/2023,38,8002,80.02
278,01/03/2023,45,8002,80.02
279,01/03/2023,45,8579,85.79
280,01/03/2023,45,8611,86.11
281,01/03/2023,45,7288,72.88
282,01/03/2023,45,6887,68.87
283,01/03/2023,45,8002,80.02
284,01/03/2023,45,8054,80.54
285,01/03/2023,45,7288,72.88
286,01/03/2023,45,7440,74.4
287,01/03/2023,45,8002,80.02
288,01/03/2023,45,6887,68.87
289,18/01/2023,3,10539,105.39
290,18/01/2023,3,15510,155.1
291,18/01/2023,3,24015,240.15
292,18/01/2023,3,12533,125.33
293,18/01/2023,3,24435,244.35
294,18/01/2023,3,13200,132.0
295,18/01/2023,3,24960,249.6
296,18/01/2023,3,13496,134.96
297,25/01/2023,10,10327,103.27
298,25/01/2023,10,11940,119.4
299,25/01/2023,10,17820,178.2
300,25/01/2023,10,12990,129.9
301,25/01/2023,10,15930,159.3
302,25/01/2023,10,18765,187.65
303,25/01/2023,10,15090,150.9
304,25/01/2023,10,15090,150.9
305,25/01/2023,10,17820,178.2
306,25/01/2023,10,15090,150.9
307,25/01/2023,10,19500,195.0
308,25/01/2023,10,12990,129.9
309,25/01/2023,10,12990,129.9
310,25/01/2023,10,14912,149.12
311,25/01/2023,10,15090,150.9
312,01/02/2023,17,13358,133.58
313,01/02/2023,17,10313,103.13
314,01/02/2023,17,19862,198.62
315,01/02/2023,17,8948,89.48
316,01/02/2023,17,11520,115.2
317,01/02/2023,17,8291,82.91
318,01/02/2023,17,16140,161.4
319,01/02/2023,17,8948,89.48
320,01/02/2023,17,8291,82.91
321,01/02/2023,17,8291,82.91
322,01/02/2023,17,8948,89.48
323,01/02/2023,17,15510,155.1
324,01/02/2023,17,11678,116.78
325,01/02/2023,17,11940,119.4
326,01/02/2023,17,13904,139.04
327,01/02/2023,17,8291,82.91
328,08/02/2023,24,12623,126.23
329,08/02/2023,24,10050,100.5
330,08/02/2023,24,19862,198.62
331,08/02/2023,24,7451,74.51
332,08/02/2023,24,9840,98.4
333,08/02/2023,24,7451,74.51
334,08/02/2023,24,14933,149.33
335,08/02/2023,24,8291,82.91
336,08/02/2023,24,8948,89.48
337,08/02/2023,24,7451,74.51
338,08/02/2023,24,8291,82.91
339,08/02/2023,24,14933,149.33
340,08/02/2023,24,10523,105.23
341,08/02/2023,24,9840,98.4
342,08/02/2023,24,12079,120.79
343,08/02/2023,24,8291,82.91
344,15/02/2023,31,13305,133.05
345,15/02/2023,31,10523,105.23
346,15/02/2023,31,9625,96.25
347,15/02/2023,31,7189,71.89
348,15/02/2023,31,9840,98.4
349,15/02/2023,31,7189,71.89
350,15/02/2023,31,15248,152.48
351,15/02/2023,31,7451,74.51
352,15/02/2023,31,7451,74.51
353,15/02/2023,31,7189,71.89
354,15/02/2023,31,7451,74.51
355,15/02/2023,31,15563,155.63
356,15/02/2023,31,11678,116.78
357,15/02/2023,31,9840,98.4
358,15/02/2023,31,11295,112.95
359,15/02/2023,31,7451,74.51
360,22/02/2023,38,12098,120.98
361,22/02/2023,38,10313,103.13
362,22/02/2023,38,9378,93.78
363,22/02/2023,38,7189,71.89
364,22/02/2023,38,9840,98.4
365,22/02/2023,38,15248,152.48
366,22/02/2023,38,7451,74.51
367,22/02/2023,38,7451,74.51
368,22/02/2023,38,7189,71.89
369,22/02/2023,38,7451,74.51
370,22/02/2023,38,14933,149.33
371,22/02/2023,38,10313,103.13
372,22/02/2023,38,9840,98.4
373,22/02/2023,38,11295,112.95
374,22/02/2023,38,7451,74.51
375,01/03/2023,45,9489,94.89
376,01/03/2023,45,10050,100.5
377,01/03/2023,45,4102,41.02
378,01/03/2023,45,7189,71.89
379,01/03/2023,45,9840,98.4
380,01/03/2023,45,7189,71.89
381,01/03/2023,45,14670,146.7
382,01/03/2023,45,7189,71.89
383,01/03/2023,45,7189,71.89
384,01/03/2023,45,7189,71.89
385,01/03/2023,45,7189,71.89
386,17/01/2023,2,23459,234.59
387,17/01/2023,2,23459,234.59
388,24/01/2023,9,12045,120.45
389,24/01/2023,9,12045,120.45
390,24/01/2023,9,12045,120.45
391,24/01/2023,9,12045,120.45
392,31/01/2023,16,10260,102.6
393,31/01/2023,16,10260,102.6
394,31/01/2023,16,10260,102.6
395,31/01/2023,16,10260,102.6
396,07/02/2023,23,8895,88.95
397,07/02/2023,23,8895,88.95
398,07/02/2023,23,8895,88.95
399,07/02/2023,23,8895,88.95
400,14/02/2023,30,8895,88.95
401,14/02/2023,30,8895,88.95
402,14/02/2023,30,8895,88.95
403,14/02/2023,30,8895,88.95
404,21/02/2023,37,8895,88.95
405,21/02/2023,37,8895,88.95
406,21/02/2023,37,8895,88.95
407,21/02/2023,37,8895,88.95
408,14/02/2023,30,8782,87.82
409,17/01/2023,2,13515,135.15
410,17/01/2023,2,12570,125.7
411,17/01/2023,2,14355,143.55
412,17/01/2023,2,13410,134.1
413,24/01/2023,9,10890,108.9
414,24/01/2023,9,12255,122.55
415,24/01/2023,9,12255,122.55
416,24/01/2023,9,10890,108.9
417,24/01/2023,9,12255,122.55
418,24/01/2023,9,12255,122.55
419,31/01/2023,16,10313,103.13
420,31/01/2023,16,10313,103.13
421,31/01/2023,16,10313,103.13
422,31/01/2023,16,9840,98.4
423,31/01/2023,16,9840,98.4
424,31/01/2023,16,9840,98.4
425,07/02/2023,23,10313,103.13
426,07/02/2023,23,10313,103.13
427,07/02/2023,23,10313,103.13
428,07/02/2023,23,9840,98.4
429,07/02/2023,23,9840,98.4
430,07/02/2023,23,9840,98.4
431,14/02/2023,30,9840,98.4
432,14/02/2023,30,9840,98.4
433,14/02/2023,30,9840,98.4
434,21/02/2023,37,9840,98.4
435,21/02/2023,37,10260,102.6
436,21/02/2023,37,9840,98.4
437,17/01/2023,2,6498,64.98
438,24/01/2023,9,6092,60.92
439,31/01/2023,16,6012,60.12
440,24/01/2023,9,7448,74.48
441,21/02/2023,37,8414,84.14
442,17/01/2023,2,18450,184.5
443,17/01/2023,2,17505,175.05
444,17/01/2023,2,23700,237.0
445,17/01/2023,2,23700,237.0
446,24/01/2023,9,15825,158.25
447,24/01/2023,9,17190,171.9
448,24/01/2023,9,17190,171.9
449,24/01/2023,9,17190,171.9
450,31/01/2023,16,13883,138.83
451,31/01/2023,16,13883,138.83
452,31/01/2023,16,13883,138.83
453,31/01/2023,16,14303,143.03
454,07/02/2023,23,13883,138.83
455,07/02/2023,23,13883,138.83
456,07/02/2023,23,13883,138.83
457,07/02/2023,23,13883,138.83
458,14/02/2023,30,14198,141.98
459,14/02/2023,30,14198,141.98
460,14/02/2023,30,14198,141.98
461,14/02/2023,30,14198,141.98
462,21/02/2023,37,14198,141.98
463,21/02/2023,37,14618,146.18
464,21/02/2023,37,14198,141.98
465,21/02/2023,37,14198,141.98
466,28/02/2023,44,13883,138.83
467,28/02/2023,44,13883,138.83
468,28/02/2023,44,13883,138.83
469,28/02/2023,44,13883,138.83
470,17/01/2023,2,9489,94.89
471,17/01/2023,2,11974,119.74
472,17/01/2023,2,11205,112.05
473,24/01/2023,9,12045,120.45
474,24/01/2023,9,10155,101.55
475,24/01/2023,9,7740,77.4
476,31/01/2023,16,8649,86.49
477,31/01/2023,16,7604,76.04
478,07/02/2023,23,7704,77.04
479,07/02/2023,23,7184,71.84
480,14/02/2023,30,7704,77.04
481,14/02/2023,30,8824,88.24
482,14/02/2023,30,7604,76.04
483,21/02/2023,37,7704,77.04
484,21/02/2023,37,7184,71.84
485,28/02/2023,44,7704,77.04
486,28/02/2023,44,8614,86.14
487,28/02/2023,44,7604,76.04
488,17/01/2023,2,9263,92.63
489,24/01/2023,9,12044,120.44
490,18/01/2023,3,20203,202.03
491,25/01/2023,10,8810,88.1
492,08/02/2023,24,5388,53.88
493,15/02/2023,31,5388,53.88
494,22/02/2023,38,5388,53.88
495,01/03/2023,45,5366,53.66
496,15/02/2023,31,11153,111.53
497,01/03/2023,45,10313,103.13
498,18/01/2023,3,11751,117.51
499,18/01/2023,3,10386,103.86
500,25/01/2023,10,15510,155.1
501,01/02/2023,17,9546,95.46
502,01/02/2023,17,9546,95.46
503,18/01/2023,3,14565,145.65
504,18/01/2023,3,14565,145.65
505,18/01/2023,3,13200,132.0
506,18/01/2023,3,14565,145.65
507,25/01/2023,10,24824,248.24
508,25/01/2023,10,24824,248.24
509,25/01/2023,10,24824,248.24
510,25/01/2023,10,24824,248.24
511,01/02/2023,17,8895,88.95
512,01/02/2023,17,8895,88.95
513,01/02/2023,17,8895,88.95
514,01/02/2023,17,8895,88.95
515,08/02/2023,24,8895,88.95
516,08/02/2023,24,8895,88.95
517,08/02/2023,24,8895,88.95
518,08/02/2023,24,8895,88.95
519,15/02/2023,31,8895,88.95
520,15/02/2023,31,8895,88.95
521,15/02/2023,31,8895,88.95
522,15/02/2023,31,8895,88.95
523,22/02/2023,38,8895,88.95
524,22/02/2023,38,8895,88.95
525,22/02/2023,38,8895,88.95
526,22/02/2023,38,8895,88.95
527,01/03/2023,45,8895,88.95
528,01/03/2023,45,8895,88.95
529,01/03/2023,45,8895,88.95
530,01/03/2023,45,8895,88.95
531,15/02/2023,31,7600,76.0
532,22/02/2023,38,7600,76.0
533,01/03/2023,45,6375,63.75
534,18/01/2023,3,19290,192.9
535,18/01/2023,3,21390,213.9
536,18/01/2023,3,21390,213.9
537,18/01/2023,3,16980,169.8
538,25/01/2023,10,14145,141.45
539,25/01/2023,10,13830,138.3
540,25/01/2023,10,15090,150.9
541,25/01/2023,10,12885,128.85
542,25/01/2023,10,12570,125.7
543,25/01/2023,10,13830,138.3
544,01/02/2023,17,9840,98.4
545,01/02/2023,17,9840,98.4
546,01/02/2023,17,9840,98.4
547,01/02/2023,17,9840,98.4
548,01/02/2023,17,9840,98.4
549,01/02/2023,17,9840,98.4
550,08/02/2023,24,9840,98.4
551,08/02/2023,24,9840,98.4
552,08/02/2023,24,9840,98.4
553,08/02/2023,24,9840,98.4
554,08/02/2023,24,9840,98.4
555,08/02/2023,24,9840,98.4
556,15/02/2023,31,9840,98.4
557,15/02/2023,31,9840,98.4
558,15/02/2023,31,9840,98.4
559,22/02/2023,38,11993,119.93
560,22/02/2023,38,10733,107.33
561,22/02/2023,38,10313,103.13
562,01/03/2023,45,9840,98.4
563,01/03/2023,45,9840,98.4
564,01/03/2023,45,9840,98.4
565,18/01/2023,3,6498,64.98
566,25/01/2023,10,8019,80.19
567,25/01/2023,10,10626,106.26
568,08/02/2023,24,9044,90.44
569,18/01/2023,3,21600,216.0
570,18/01/2023,3,23700,237.0
571,18/01/2023,3,17190,171.9
572,18/01/2023,3,23700,237.0
573,25/01/2023,10,16559,165.59
574,25/01/2023,10,16244,162.44
575,25/01/2023,10,17504,175.04
576,25/01/2023,10,19079,190.79
577,26/02/2023,42,8953,89.53
578,05/03/2023,49,11775,117.75
579,05/03/2023,49,11290,112.9
580,05/03/2023,49,9181,91.81
581,05/03/2023,49,11327,113.27
582,05/03/2023,49,11887,118.87
583,05/03/2023,49,9740,97.4
584,05/03/2023,49,9430,94.3
585,05/02/2023,21,6510,65.1
586,12/02/2023,28,6490,64.9
587,19/02/2023,35,6490,64.9
588,26/02/2023,42,6468,64.68
589,05/03/2023,49,7834,78.34
590,22/01/2023,7,23385,233.85
591,22/01/2023,7,21810,218.1
592,22/01/2023,7,20865,208.65
593,22/01/2023,7,20865,208.65
594,05/02/2023,21,14460,144.6
595,05/02/2023,21,14198,141.98
596,05/02/2023,21,14198,141.98
597,05/02/2023,21,14198,141.98
598,12/02/2023,28,14198,141.98
599,12/02/2023,28,14198,141.98
600,12/02/2023,28,14198,141.98
601,12/02/2023,28,14198,141.98
602,19/02/2023,35,14513,145.13
603,19/02/2023,35,14513,145.13
604,19/02/2023,35,14513,145.13
605,19/02/2023,35,14513,145.13
606,26/02/2023,42,16455,164.55
607,26/02/2023,42,16455,164.55
608,26/02/2023,42,16455,164.55
609,26/02/2023,42,16455,164.55
610,05/03/2023,49,14198,141.98
611,05/03/2023,49,14198,141.98
612,05/03/2023,49,14198,141.98
613,05/03/2023,49,14198,141.98
614,22/01/2023,7,13515,135.15
615,22/01/2023,7,24960,249.6
616,22/01/2023,7,13515,135.15
617,22/01/2023,7,9315,93.15
618,29/01/2023,14,13515,135.15
619,29/01/2023,14,18555,185.55
620,29/01/2023,14,21285,212.85
621,29/01/2023,14,10959,109.59
622,29/01/2023,14,10995,109.95
623,29/01/2023,14,8232,82.32
624,05/02/2023,21,7704,77.04
625,05/02/2023,21,12045,120.45
626,05/02/2023,21,12276,122.76
627,05/02/2023,21,7704,77.04
628,05/02/2023,21,7184,71.84
629,05/02/2023,21,8757,87.57
630,12/02/2023,28,17085,170.85
631,12/02/2023,28,12549,125.49
632,12/02/2023,28,8580,85.8
633,12/02/2023,28,8337,83.37
634,19/02/2023,35,8895,88.95
635,19/02/2023,35,8958,89.58
636,19/02/2023,35,7704,77.04
637,19/02/2023,35,8580,85.8
638,19/02/2023,35,8337,83.37
639,26/02/2023,42,7704,77.04
640,26/02/2023,42,11625,116.25
641,26/02/2023,42,11449,114.49
642,26/02/2023,42,14208,142.08
643,26/02/2023,42,7704,77.04
644,26/02/2023,42,7184,71.84
645,26/02/2023,42,8337,83.37
646,05/03/2023,49,8895,88.95
647,05/03/2023,49,10785,107.85
648,05/03/2023,49,8958,89.58
649,05/03/2023,49,8895,88.95
650,05/03/2023,49,7740,77.4
651,05/03/2023,49,8337,83.37
652,22/01/2023,7,15983,159.83
653,29/01/2023,14,11362,113.62
654,29/01/2023,14,25613,256.13
655,05/02/2023,21,12202,122.02
656,05/02/2023,21,13646,136.46
657,05/02/2023,21,19307,193.07
658,12/02/2023,28,6007,60.07
659,12/02/2023,28,8987,89.87
660,19/02/2023,35,6007,60.07
661,19/02/2023,35,6007,60.07
662,19/02/2023,35,18684,186.84
663,26/02/2023,42,6007,60.07
664,26/02/2023,42,8987,89.87
665,05/03/2023,49,29844,298.44
666,05/03/2023,49,8987,89.87
667,05/03/2023,49,19307,193.07
668,22/01/2023,7,9367,93.67
669,22/01/2023,7,8949,89.49
670,22/01/2023,7,12202,122.02
671,22/01/2023,7,8693,86.93
672,22/01/2023,7,13357,133.57
673,22/01/2023,7,9848,98.48
674,22/01/2023,7,9255,92.55
675,29/01/2023,14,9787,97.87
676,29/01/2023,14,13599,135.99
677,29/01/2023,14,22492,224.92
678,29/01/2023,14,10228,102.28
679,29/01/2023,14,15982,159.82
680,29/01/2023,14,10228,102.28
681,29/01/2023,14,14303,143.03
682,05/02/2023,21,9734,97.34
683,05/02/2023,21,6968,69.68
684,05/02/2023,21,9892,98.92
685,05/02/2023,21,9125,91.25
686,05/02/2023,21,6931,69.31
687,05/02/2023,21,6771,67.71
688,12/02/2023,28,8999,89.99
689,12/02/2023,28,8188,81.88
690,12/02/2023,28,10312,103.12
691,12/02/2023,28,11219,112.19
692,12/02/2023,28,7419,74.19
693,12/02/2023,28,7991,79.91
694,19/02/2023,35,6098,60.98
695,19/02/2023,35,8350,83.5
696,19/02/2023,35,10858,108.58
697,19/02/2023,35,9262,92.62
698,19/02/2023,35,5241,52.41
699,26/02/2023,42,5493,54.93
700,26/02/2023,42,6108,61.08
701,26/02/2023,42,10858,108.58
702,26/02/2023,42,8684,86.84
703,26/02/2023,42,4937,49.37
704,05/03/2023,49,5283,52.83
705,05/03/2023,49,5898,58.98
706,05/03/2023,49,8233,82.33
707,05/03/2023,49,8422,84.22
708,05/03/2023,49,4727,47.27
709,29/01/2023,14,13575,135.75
710,22/01/2023,7,20235,202.35
711,22/01/2023,7,23973,239.73
712,22/01/2023,7,20235,202.35
713,22/01/2023,7,15542,155.42
714,22/01/2023,7,24225,242.25
715,29/01/2023,14,18868,188.68
716,29/01/2023,14,23700,237.0
717,29/01/2023,14,15195,151.95
718,29/01/2023,14,23280,232.8
719,29/01/2023,14,15752,157.52
720,29/01/2023,14,20340,203.4
721,05/02/2023,21,10260,102.6
722,05/02/2023,21,12079,120.79
723,05/02/2023,21,10313,103.13
724,05/02/2023,21,9840,98.4
725,05/02/2023,21,8580,85.8
726,12/02/2023,28,12045,120.45
727,12/02/2023,28,14933,149.33
728,12/02/2023,28,10418,104.18
729,12/02/2023,28,15510,155.1
730,12/02/2023,28,13904,139.04
731,12/02/2023,28,10628,106.28
732,12/02/2023,28,9840,98.4
733,19/02/2023,35,21947,219.47
734,19/02/2023,35,15563,155.63
735,19/02/2023,35,16140,161.4
736,19/02/2023,35,12079,120.79
737,19/02/2023,35,9840,98.4
738,19/02/2023,35,19185,191.85
739,26/02/2023,42,14145,141.45
740,26/02/2023,42,15248,152.48
741,26/02/2023,42,15248,152.48
742,26/02/2023,42,12079,120.79
743,26/02/2023,42,10103,101.03
744,26/02/2023,42,13568,135.68
745,05/03/2023,49,14670,146.7
746,05/03/2023,49,14670,146.7
747,05/03/2023,49,11295,112.95
748,05/03/2023,49,9840,98.4
749,05/03/2023,49,10554,105.54
750,05/03/2023,49,7740,77.4
751,19/01/2023,4,11699,116.99
752,26/01/2023,11,9599,95.99
753,02/02/2023,18,7562,75.62
754,02/02/2023,18,8234,82.34
755,09/02/2023,25,7562,75.62
756,09/02/2023,25,8234,82.34
757,16/02/2023,32,7562,75.62
758,16/02/2023,32,7562,75.62
759,23/02/2023,39,7562,75.62
760,23/02/2023,39,7562,75.62
761,02/03/2023,46,7562,75.62
762,02/03/2023,46,7562,75.62
763,19/01/2023,4,5167,51.67
764,19/01/2023,4,6658,66.58
765,19/01/2023,4,15240,152.4
766,26/01/2023,11,5167,51.67
767,26/01/2023,11,16616,166.16
768,26/01/2023,11,8866,88.66
769,26/01/2023,11,18108,181.08
770,01/03/2023,45,14670,146.7
771,01/03/2023,45,10260,102.6
772,01/03/2023,45,9840,98.4
773,01/03/2023,45,10560,105.6
774,01/03/2023,45,7189,71.89
775,20/01/2023,5,6658,66.58
